-DOCSTART- -X- O
is -X- I-O O
invoked.(Citation: -X- I-O O
FireEye -X- I-O B-ORG
WMI -X- I-O O
2015)(Citation: -X- I-O O
Malware -X- I-O O
Persistence -X- I-O O
on -X- I-O O
OS -X- I-O O
X)(Citation: -X- I-O O
amnesia -X- I-O O
malware) -X- I-O O
Since -X- I-O O
the -X- I-O O
execution -X- I-O O
can -X- I-O O
be -X- I-O O
proxied -X- I-O O
by -X- I-O O
an -X- I-O O
account -X- I-O O
with -X- I-O O
higher -X- I-O O
permissions, -X- I-O O
such -X- I-O O
as -X- I-O O
SYSTEM -X- I-O O
or -X- I-O O
service -X- I-O O
accounts, -X- I-O O
an -X- I-O O
adversary -X- I-O B-PER
may -X- I-O O
be -X- I-O O
able -X- I-O O
to -X- I-O O
abuse -X- I-O O
these -X- I-O O
triggered -X- I-O O
execution -X- I-O O
mechanisms -X- I-O O
to -X- I-O O
escalate -X- I-O O
their -X- I-O O
privileges. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
create -X- I-O O
or -X- I-O O
modify -X- I-O O
Launch -X- I-O O
Daemons -X- I-O O
to -X- I-O O
execute -X- I-O B-EXPLOITS
malicious -X- I-O I-EXPLOITS
payloads -X- I-O I-EXPLOITS
as -X- I-O O
part -X- I-O O
of -X- I-O O
persistence. -X- I-O O
Launch -X- I-O O
Daemons -X- I-O O
are -X- I-O O
plist -X- I-O O
files -X- I-O O
used -X- I-O O
to -X- I-O O
interact -X- I-O O
with -X- I-O O
Launchd, -X- I-O O
the -X- I-O O
service -X- I-O O
management -X- I-O O
framework -X- I-O O
used -X- I-O O
by -X- I-O O
macOS. -X- I-O B-DEVICES
Launch -X- I-O O
Daemons -X- I-O O
require -X- I-O O
elevated -X- I-O O
privileges -X- I-O O
to -X- I-O O
install, -X- I-O O
are -X- I-O O
executed -X- I-O O
for -X- I-O O
every -X- I-O O
user -X- I-O B-PER
on -X- I-O O
a -X- I-O O
system -X- I-O O
prior -X- I-O O
to -X- I-O O
login, -X- I-O O
and -X- I-O O
run -X- I-O O
in -X- I-O O
the -X- I-O O
background -X- I-O O
without -X- I-O O
the -X- I-O O
need -X- I-O O
for -X- I-O O
user -X- I-O O
interaction. -X- I-O O
During -X- I-O O
the -X- I-O O
macOS -X- I-O O
initialization -X- I-O O
startup, -X- I-O O
the -X- I-O O
launchd -X- I-O O
process -X- I-O O
loads -X- I-O O
the -X- I-O O
parameters -X- I-O O
for -X- I-O O
launch-on-demand -X- I-O O
system-level -X- I-O O
daemons -X- I-O O
from -X- I-O O
plist -X- I-O O
files -X- I-O O
found -X- I-O O
in -X- I-O O
`/System/Library/LaunchDaemons/` -X- I-O B-PATH
and -X- I-O O
`/Library/LaunchDaemons/`. -X- I-O B-PATH
Required -X- I-O O
Launch -X- I-O O
Daemons -X- I-O O
parameters -X- I-O O
include -X- I-O O
a -X- I-O O
`Label` -X- I-O O
to -X- I-O O
identify -X- I-O O
the -X- I-O O
task, -X- I-O O
`Program` -X- I-O O
to -X- I-O O
provide -X- I-O O
a -X- I-O O
path -X- I-O O
to -X- I-O O
the -X- I-O O
executable, -X- I-O O
and -X- I-O O
`RunAtLoad` -X- I-O O
to -X- I-O O
specify -X- I-O O
when -X- I-O O
the -X- I-O O
task -X- I-O O
is -X- I-O O
run. -X- I-O O
Launch -X- I-O O
Daemons -X- I-O O
are -X- I-O O
often -X- I-O O
used -X- I-O O
to -X- I-O O
provide -X- I-O O
access -X- I-O O
to -X- I-O O
shared -X- I-O O
resources, -X- I-O O
updates -X- I-O O
to -X- I-O O
software, -X- I-O O
or -X- I-O O
conduct -X- I-O O
automation -X- I-O O
tasks.(Citation: -X- I-O O
AppleDocs -X- I-O O
Launch -X- I-O O
Agent -X- I-O O
Daemons)(Citation: -X- I-O O
Methods -X- I-O O
of -X- I-O O
Mac -X- I-O O
Malware -X- I-O O
Persistence)(Citation: -X- I-O O
launchd -X- I-O O
Keywords -X- I-O O
for -X- I-O O
plists) -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
install -X- I-O O
a -X- I-O O
Launch -X- I-O O
Daemon -X- I-O O
configured -X- I-O O
to -X- I-O O
execute -X- I-O O
at -X- I-O O
startup -X- I-O O
by -X- I-O O
using -X- I-O O
the -X- I-O O
`RunAtLoad` -X- I-O O
parameter -X- I-O O
set -X- I-O O
to -X- I-O O
`true` -X- I-O O
and -X- I-O O
the -X- I-O O
`Program` -X- I-O O
parameter -X- I-O O
set -X- I-O O
to -X- I-O O
the -X- I-O O
malicious -X- I-O O
executable -X- I-O O
path. -X- I-O O
The -X- I-O O
daemon -X- I-O O
name -X- I-O O
may -X- I-O O
be -X- I-O O
disguised -X- I-O O
by -X- I-O O
using -X- I-O O
a -X- I-O O
name -X- I-O O
from -X- I-O O
a -X- I-O O
related -X- I-O O
operating -X- I-O O
system -X- I-O O
or -X- I-O O
benign -X- I-O O
software -X- I-O O
(i.e. -X- I-O O
[Masquerading](T1036)). -X- I-O B-EXPLOITS
When -X- I-O O
the -X- I-O O
Launch -X- I-O O
Daemon -X- I-O O
is -X- I-O O
executed, -X- I-O O
the -X- I-O O
program -X- I-O O
inherits -X- I-O O
administrative -X- I-O O
permissions.(Citation: -X- I-O O
WireLurker)(Citation: -X- I-O B-ORG
OSX -X- I-O O
Malware -X- I-O O
Detection) -X- I-O O
Additionally, -X- I-O O
system -X- I-O O
configuration -X- I-O O
changes -X- I-O O
(such -X- I-O O
as -X- I-O O
the -X- I-O O
installation -X- I-O O
of -X- I-O O
third -X- I-O O
party -X- I-O O
package -X- I-O O
managing -X- I-O O
software) -X- I-O O
may -X- I-O O
cause -X- I-O O
folders -X- I-O O
such -X- I-O O
as -X- I-O O
`usr/local/bin` -X- I-O B-PATH
to -X- I-O O
become -X- I-O O
globally -X- I-O O
writeable. -X- I-O O
So, -X- I-O O
it -X- I-O O
is -X- I-O O
possible -X- I-O O
for -X- I-O O
poor -X- I-O O
configurations -X- I-O O
to -X- I-O O
allow -X- I-O O
an -X- I-O O
adversary -X- I-O B-PER
to -X- I-O O
modify -X- I-O O
executables -X- I-O O
referenced -X- I-O O
by -X- I-O O
current -X- I-O O
Launch -X- I-O O
Daemon's -X- I-O O
plist -X- I-O O
files.(Citation: -X- I-O O
LaunchDaemon -X- I-O B-EXPLOITS
Hijacking)(Citation: -X- I-O I-EXPLOITS
sentinelone -X- I-O O
macos -X- I-O B-DEVICES
persist -X- I-O O
Jun -X- I-O O
2019) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
create -X- I-O O
or -X- I-O O
modify -X- I-O O
Windows -X- I-O B-DEVICES
services -X- I-O O
to -X- I-O O
repeatedly -X- I-O O
execute -X- I-O B-EXPLOITS
malicious -X- I-O I-EXPLOITS
payloads -X- I-O I-EXPLOITS
as -X- I-O O
part -X- I-O O
of -X- I-O O
persistence. -X- I-O O
When -X- I-O O
Windows -X- I-O B-DEVICES
boots -X- I-O O
up, -X- I-O O
it -X- I-O O
starts -X- I-O O
programs -X- I-O O
or -X- I-O O
applications -X- I-O O
called -X- I-O O
services -X- I-O O
that -X- I-O O
perform -X- I-O O
background -X- I-O O
system -X- I-O O
functions.(Citation: -X- I-O O
TechNet -X- I-O B-ORG
Services) -X- I-O O
Windows -X- I-O B-DEVICES
service -X- I-O O
configuration -X- I-O O
information, -X- I-O O
including -X- I-O O
the -X- I-O O
file -X- I-O O
path -X- I-O O
to -X- I-O O
the -X- I-O O
service's -X- I-O O
executable -X- I-O O
or -X- I-O O
recovery -X- I-O O
programs/commands, -X- I-O O
is -X- I-O O
stored -X- I-O O
in -X- I-O O
the -X- I-O O
Windows -X- I-O B-DEVICES
Registry. -X- I-O O
Service -X- I-O O
configurations -X- I-O O
can -X- I-O O
be -X- I-O O
modified -X- I-O O
using -X- I-O O
utilities -X- I-O O
such -X- I-O O
as -X- I-O O
sc.exe -X- I-O O
and -X- I-O O
[Reg](S0075). -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
install -X- I-O O
a -X- I-O O
new -X- I-O O
service -X- I-O O
or -X- I-O O
modify -X- I-O O
an -X- I-O O
existing -X- I-O O
service -X- I-O O
by -X- I-O O
using -X- I-O O
system -X- I-O O
utilities -X- I-O O
to -X- I-O O
interact -X- I-O O
with -X- I-O O
services, -X- I-O O
by -X- I-O O
directly -X- I-O O
modifying -X- I-O O
the -X- I-O O
Registry, -X- I-O O
or -X- I-O O
by -X- I-O O
using -X- I-O O
custom -X- I-O O
tools -X- I-O O
to -X- I-O O
interact -X- I-O O
with -X- I-O O
the -X- I-O O
Windows -X- I-O B-DEVICES
API. -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
configure -X- I-O O
services -X- I-O O
to -X- I-O O
execute -X- I-O O
at -X- I-O O
startup -X- I-O O
in -X- I-O O
order -X- I-O O
to -X- I-O O
persist -X- I-O O
on -X- I-O O
a -X- I-O O
system. -X- I-O O
An -X- I-O O
adversary -X- I-O B-PER
may -X- I-O O
also -X- I-O O
incorporate -X- I-O O
[Masquerading](T1036) -X- I-O B-EXPLOITS
by -X- I-O O
using -X- I-O O
a -X- I-O O
service -X- I-O O
name -X- I-O O
from -X- I-O O
a -X- I-O O
related -X- I-O O
operating -X- I-O O
system -X- I-O O
or -X- I-O O
benign -X- I-O O
software, -X- I-O O
or -X- I-O O
by -X- I-O O
modifying -X- I-O O
existing -X- I-O O
services -X- I-O O
to -X- I-O O
make -X- I-O O
detection -X- I-O O
analysis -X- I-O O
more -X- I-O O
challenging. -X- I-O O
Modifying -X- I-O O
existing -X- I-O O
services -X- I-O O
may -X- I-O O
interrupt -X- I-O O
their -X- I-O O
functionality -X- I-O O
or -X- I-O O
may -X- I-O O
enable -X- I-O O
services -X- I-O O
that -X- I-O O
are -X- I-O O
disabled -X- I-O O
or -X- I-O O
otherwise -X- I-O O
not -X- I-O O
commonly -X- I-O O
used. -X- I-O O
Services -X- I-O O
may -X- I-O O
be -X- I-O O
created -X- I-O O
with -X- I-O O
administrator -X- I-O B-PER
privileges -X- I-O O
but -X- I-O O
are -X- I-O O
executed -X- I-O O
under -X- I-O O
SYSTEM -X- I-O O
privileges, -X- I-O O
so -X- I-O O
an -X- I-O O
adversary -X- I-O B-PER
may -X- I-O O
also -X- I-O O
use -X- I-O O
a -X- I-O O
service -X- I-O O
to -X- I-O O
escalate -X- I-O O
privileges -X- I-O O
from -X- I-O O
administrator -X- I-O B-PER
to -X- I-O O
SYSTEM. -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
also -X- I-O O
directly -X- I-O O
start -X- I-O O
services -X- I-O O
through -X- I-O O
[Service -X- I-O B-EXPLOITS
Execution](T1569.002). -X- I-O I-EXPLOITS

Adversaries -X- I-O B-PER
may -X- I-O O
create -X- I-O O
or -X- I-O O
modify -X- I-O O
systemd -X- I-O O
services -X- I-O O
to -X- I-O O
repeatedly -X- I-O O
execute -X- I-O O
malicious -X- I-O B-EXPLOITS
payloads -X- I-O I-EXPLOITS
as -X- I-O O
part -X- I-O O
of -X- I-O O
persistence. -X- I-O O
The -X- I-O O
systemd -X- I-O O
service -X- I-O O
manager -X- I-O O
is -X- I-O O
commonly -X- I-O O
used -X- I-O O
for -X- I-O O
managing -X- I-O O
background -X- I-O O
daemon -X- I-O O
processes -X- I-O O
(also -X- I-O O
known -X- I-O O
as -X- I-O O
services) -X- I-O O
and -X- I-O O
other -X- I-O O
system -X- I-O O
resources.(Citation: -X- I-O O
Linux -X- I-O B-DEVICES
man-pages: -X- I-O O
systemd -X- I-O O
January -X- I-O O
2014)(Citation: -X- I-O O
Freedesktop.org -X- I-O O
Linux -X- I-O B-DEVICES
systemd -X- I-O O
29SEP2018) -X- I-O O
Systemd -X- I-O O
is -X- I-O O
the -X- I-O O
default -X- I-O O
initialization -X- I-O O
(init) -X- I-O O
system -X- I-O O
on -X- I-O O
many -X- I-O O
Linux -X- I-O B-DEVICES
distributions -X- I-O O
starting -X- I-O O
with -X- I-O O
Debian -X- I-O B-DEVICES
8, -X- I-O O
Ubuntu -X- I-O B-DEVICES
15.04, -X- I-O O
CentOS -X- I-O B-DEVICES
7, -X- I-O O
RHEL -X- I-O O
7, -X- I-O O
Fedora -X- I-O B-DEVICES
15, -X- I-O O
and -X- I-O O
replaces -X- I-O O
legacy -X- I-O O
init -X- I-O O
systems -X- I-O O
including -X- I-O O
SysVinit -X- I-O O
and -X- I-O O
Upstart -X- I-O O
while -X- I-O O
remaining -X- I-O O
backwards -X- I-O O
compatible -X- I-O O
with -X- I-O O
the -X- I-O O
aforementioned -X- I-O O
init -X- I-O O
systems. -X- I-O O
Systemd -X- I-O O
utilizes -X- I-O O
configuration -X- I-O O
files -X- I-O O
known -X- I-O O
as -X- I-O O
service -X- I-O O
units -X- I-O O
to -X- I-O O
control -X- I-O O
how -X- I-O O
services -X- I-O O
boot -X- I-O O
and -X- I-O O
under -X- I-O O
what -X- I-O O
conditions. -X- I-O O
By -X- I-O O
default, -X- I-O O
these -X- I-O O
unit -X- I-O O
files -X- I-O O
are -X- I-O O
stored -X- I-O O
in -X- I-O O
the -X- I-O O
`/etc/systemd/system` -X- I-O B-PATH
and -X- I-O O
`/usr/lib/systemd/system` -X- I-O B-PATH
directories -X- I-O O
and -X- I-O O
have -X- I-O O
the -X- I-O O
file -X- I-O O
extension -X- I-O O
`.service`. -X- I-O O
Each -X- I-O O
service -X- I-O O
unit -X- I-O O
file -X- I-O O
may -X- I-O O
contain -X- I-O O
numerous -X- I-O O
directives -X- I-O O
that -X- I-O O
can -X- I-O O
execute -X- I-O O
system -X- I-O O
commands: -X- I-O O
* -X- I-O O
ExecStart, -X- I-O O
ExecStartPre, -X- I-O O
and -X- I-O O
ExecStartPost -X- I-O O
directives -X- I-O O
cover -X- I-O O
execution -X- I-O O
of -X- I-O O
commands -X- I-O O
when -X- I-O O
a -X- I-O O
services -X- I-O O
is -X- I-O O
started -X- I-O O
manually -X- I-O O
by -X- I-O O
'systemctl' -X- I-O B-COMMANDS
or -X- I-O O
on -X- I-O O
system -X- I-O O
start -X- I-O O
if -X- I-O O
the -X- I-O O
service -X- I-O O
is -X- I-O O
set -X- I-O O
to -X- I-O O
automatically -X- I-O O
start. -X- I-O O
* -X- I-O O
ExecReload -X- I-O O
directive -X- I-O O
covers -X- I-O O
when -X- I-O O
a -X- I-O O
service -X- I-O O
restarts. -X- I-O O
* -X- I-O O
ExecStop -X- I-O O
and -X- I-O O
ExecStopPost -X- I-O O
directives -X- I-O O
cover -X- I-O O
when -X- I-O O
a -X- I-O O
service -X- I-O O
is -X- I-O O
stopped -X- I-O O
or -X- I-O O
manually -X- I-O O
by -X- I-O O
'systemctl'. -X- I-O B-COMMANDS
Adversaries -X- I-O B-PER
have -X- I-O O
used -X- I-O O
systemd -X- I-O O
functionality -X- I-O O
to -X- I-O O
establish -X- I-O O
persistent -X- I-O O
access -X- I-O O
to -X- I-O O
victim -X- I-O O
systems -X- I-O O
by -X- I-O O
creating -X- I-O O
and/or -X- I-O O
modifying -X- I-O O
service -X- I-O O
unit -X- I-O O
files -X- I-O O
that -X- I-O O
cause -X- I-O O
systemd -X- I-O O
to -X- I-O O
execute -X- I-O O
malicious -X- I-O O
commands -X- I-O O
at -X- I-O O
system -X- I-O O
boot.(Citation: -X- I-O O
Anomali -X- I-O B-EXPLOITS
Rocke -X- I-O I-EXPLOITS
March -X- I-O O
2019) -X- I-O O
While -X- I-O O
adversaries -X- I-O B-PER
typically -X- I-O O
require -X- I-O O
root -X- I-O O
privileges -X- I-O O
to -X- I-O O
create/modify -X- I-O O
service -X- I-O O
unit -X- I-O O
files -X- I-O O
in -X- I-O O
the -X- I-O O
`/etc/systemd/system` -X- I-O B-COMMANDS
and -X- I-O O
`/usr/lib/systemd/system` -X- I-O B-COMMANDS
directories, -X- I-O O
low -X- I-O O
privilege -X- I-O O
users -X- I-O B-PER
can -X- I-O O
create/modify -X- I-O O
service -X- I-O O
unit -X- I-O O
files -X- I-O O
in -X- I-O O
directories -X- I-O O
such -X- I-O O
as -X- I-O O
`~/.config/systemd/user/` -X- I-O B-PATH
to -X- I-O O
achieve -X- I-O O
user-level -X- I-O O
persistence.(Citation: -X- I-O O
Rapid7 -X- I-O B-APT
Service -X- I-O I-APT
Persistence -X- I-O I-APT
22JUNE2016) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
create -X- I-O O
or -X- I-O O
modify -X- I-O O
launch -X- I-O O
agents -X- I-O O
to -X- I-O O
repeatedly -X- I-O O
execute -X- I-O O
malicious -X- I-O B-EXPLOITS
payloads -X- I-O I-EXPLOITS
as -X- I-O O
part -X- I-O O
of -X- I-O O
persistence. -X- I-O O
When -X- I-O O
a -X- I-O O
user -X- I-O O
logs -X- I-O O
in, -X- I-O O
a -X- I-O O
per-user -X- I-O O
launchd -X- I-O O
process -X- I-O O
is -X- I-O O
started -X- I-O O
which -X- I-O O
loads -X- I-O O
the -X- I-O O
parameters -X- I-O O
for -X- I-O O
each -X- I-O O
launch-on-demand -X- I-O O
user -X- I-O O
agent -X- I-O O
from -X- I-O O
the -X- I-O O
property -X- I-O O
list -X- I-O O
(.plist) -X- I-O O
file -X- I-O O
found -X- I-O O
in -X- I-O O
`/System/Library/LaunchAgents`, -X- I-O B-PATH
`/Library/LaunchAgents`, -X- I-O B-PATH
and -X- I-O O
`~/Library/LaunchAgents`.(Citation: -X- I-O B-PATH
AppleDocs -X- I-O O
Launch -X- I-O O
Agent -X- I-O O
Daemons)(Citation: -X- I-O O
OSX -X- I-O B-DEVICES
Keydnap -X- I-O O
malware) -X- I-O O
(Citation: -X- I-O O
Antiquated -X- I-O O
Mac -X- I-O B-DEVICES
Malware) -X- I-O B-CYBERSEC
Property -X- I-O O
list -X- I-O O
files -X- I-O O
use -X- I-O O
the -X- I-O O
`Label`, -X- I-O O
`ProgramArguments -X- I-O O
`, -X- I-O O
and -X- I-O O
`RunAtLoad` -X- I-O O
keys -X- I-O O
to -X- I-O O
identify -X- I-O O
the -X- I-O O
Launch -X- I-O O
Agent's -X- I-O O
name, -X- I-O O
executable -X- I-O O
location, -X- I-O O
and -X- I-O O
execution -X- I-O O
time.(Citation: -X- I-O O
OSX.Dok -X- I-O B-DEVICES
Malware) -X- I-O O
Launch -X- I-O O
Agents -X- I-O O
are -X- I-O O
often -X- I-O O
installed -X- I-O O
to -X- I-O O
perform -X- I-O O
updates -X- I-O O
to -X- I-O O
programs, -X- I-O O
launch -X- I-O O
user -X- I-O O
specified -X- I-O O
programs -X- I-O O
at -X- I-O O
login, -X- I-O O
or -X- I-O O
to -X- I-O O
conduct -X- I-O O
other -X- I-O O
developer -X- I-O O
tasks. -X- I-O O
Launch -X- I-O O
Agents -X- I-O O
can -X- I-O O
also -X- I-O O
be -X- I-O O
executed -X- I-O O
using -X- I-O O
the -X- I-O O
[Launchctl](T1569.001) -X- I-O O
command. -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
install -X- I-O O
a -X- I-O O
new -X- I-O O
Launch -X- I-O O
Agent -X- I-O O
that -X- I-O O
executes -X- I-O O
at -X- I-O O
login -X- I-O O
by -X- I-O O
placing -X- I-O O
a -X- I-O O
.plist -X- I-O O
file -X- I-O O
into -X- I-O O
the -X- I-O O
appropriate -X- I-O O
folders -X- I-O O
with -X- I-O O
the -X- I-O O
`RunAtLoad` -X- I-O O
or -X- I-O O
`KeepAlive` -X- I-O O
keys -X- I-O O
set -X- I-O O
to -X- I-O O
`true`.(Citation: -X- I-O O
Sofacy -X- I-O B-EXPLOITS
Komplex -X- I-O I-EXPLOITS
Trojan)(Citation: -X- I-O I-EXPLOITS
Methods -X- I-O O
of -X- I-O O
Mac -X- I-O B-DEVICES
Malware -X- I-O O
Persistence) -X- I-O O
The -X- I-O O
Launch -X- I-O O
Agent -X- I-O O
name -X- I-O O
may -X- I-O O
be -X- I-O O
disguised -X- I-O O
by -X- I-O O
using -X- I-O O
a -X- I-O O
name -X- I-O O
from -X- I-O O
the -X- I-O O
related -X- I-O O
operating -X- I-O O
system -X- I-O O
or -X- I-O O
benign -X- I-O O
software. -X- I-O O
Launch -X- I-O O
Agents -X- I-O O
are -X- I-O O
created -X- I-O O
with -X- I-O O
user -X- I-O O
level -X- I-O O
privileges -X- I-O O
and -X- I-O O
execute -X- I-O O
with -X- I-O O
user -X- I-O O
level -X- I-O O
permissions.(Citation: -X- I-O O
OSX -X- I-O B-DEVICES
Malware -X- I-O O
Detection)(Citation: -X- I-O O
OceanLotus -X- I-O B-EXPLOITS
for -X- I-O O
OS -X- I-O O
X) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
create -X- I-O O
or -X- I-O O
modify -X- I-O O
system-level -X- I-O O
processes -X- I-O O
to -X- I-O O
repeatedly -X- I-O O
execute -X- I-O O
malicious -X- I-O O
payloads -X- I-O O
as -X- I-O O
part -X- I-O O
of -X- I-O O
persistence. -X- I-O O
When -X- I-O O
operating -X- I-O O
systems -X- I-O O
boot -X- I-O O
up, -X- I-O O
they -X- I-O O
can -X- I-O O
start -X- I-O O
processes -X- I-O O
that -X- I-O O
perform -X- I-O O
background -X- I-O O
system -X- I-O O
functions. -X- I-O O
On -X- I-O O
Windows -X- I-O B-DEVICES
and -X- I-O O
Linux, -X- I-O B-DEVICES
these -X- I-O O
system -X- I-O O
processes -X- I-O O
are -X- I-O O
referred -X- I-O O
to -X- I-O O
as -X- I-O O
services. -X- I-O O
(Citation: -X- I-O O
TechNet -X- I-O B-ORG
Services) -X- I-O O
On -X- I-O O
macOS, -X- I-O B-DEVICES
launchd -X- I-O O
processes -X- I-O O
known -X- I-O O
as -X- I-O O
[Launch -X- I-O O
Daemon](T1543.004) -X- I-O O
and -X- I-O O
[Launch -X- I-O O
Agent](T1543.001) -X- I-O O
are -X- I-O O
run -X- I-O O
to -X- I-O O
finish -X- I-O O
system -X- I-O O
initialization -X- I-O O
and -X- I-O O
load -X- I-O O
user -X- I-O B-PER
specific -X- I-O O
parameters.(Citation: -X- I-O O
AppleDocs -X- I-O O
Launch -X- I-O O
Agent -X- I-O O
Daemons) -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
install -X- I-O O
new -X- I-O O
services, -X- I-O O
daemons, -X- I-O O
or -X- I-O O
agents -X- I-O O
that -X- I-O O
can -X- I-O O
be -X- I-O O
configured -X- I-O O
to -X- I-O O
execute -X- I-O O
at -X- I-O O
startup -X- I-O O
or -X- I-O O
a -X- I-O O
repeatable -X- I-O O
interval -X- I-O O
in -X- I-O O
order -X- I-O O
to -X- I-O O
establish -X- I-O O
persistence. -X- I-O O
Similarly, -X- I-O O
adversaries -X- I-O B-PER
may -X- I-O O
modify -X- I-O O
existing -X- I-O O
services, -X- I-O O
daemons, -X- I-O O
or -X- I-O O
agents -X- I-O O
to -X- I-O O
achieve -X- I-O O
the -X- I-O O
same -X- I-O O
effect. -X- I-O O
Services, -X- I-O O
daemons, -X- I-O O
or -X- I-O O
agents -X- I-O O
may -X- I-O O
be -X- I-O O
created -X- I-O O
with -X- I-O O
administrator -X- I-O B-PER
privileges -X- I-O O
but -X- I-O O
executed -X- I-O O
under -X- I-O O
root/SYSTEM -X- I-O O
privileges. -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
leverage -X- I-O O
this -X- I-O O
functionality -X- I-O O
to -X- I-O O
create -X- I-O O
or -X- I-O O
modify -X- I-O O
system -X- I-O O
processes -X- I-O O
in -X- I-O O
order -X- I-O O
to -X- I-O O
escalate -X- I-O O
privileges. -X- I-O O
(Citation: -X- I-O O
OSX -X- I-O B-DEVICES
Malware -X- I-O B-CYBERSEC
Detection). -X- I-O I-CYBERSEC

Adversaries -X- I-O B-PER
may -X- I-O O
abuse -X- I-O O
netbooting -X- I-O B-EXPLOITS
to -X- I-O O
load -X- I-O O
an -X- I-O O
unauthorized -X- I-O B-CYBERSEC
network -X- I-O I-CYBERSEC
device -X- I-O I-CYBERSEC
operating -X- I-O O
system -X- I-O O
from -X- I-O O
a -X- I-O O
Trivial -X- I-O O
File -X- I-O O
Transfer -X- I-O O
Protocol -X- I-O O
(TFTP) -X- I-O O
server. -X- I-O O
TFTP -X- I-O B-EXPLOITS
boot -X- I-O I-EXPLOITS
(netbooting) -X- I-O B-EXPLOITS
is -X- I-O O
commonly -X- I-O O
used -X- I-O O
by -X- I-O O
network -X- I-O B-PER
administrators -X- I-O I-PER
to -X- I-O O
load -X- I-O O
configuration-controlled -X- I-O O
network -X- I-O O
device -X- I-O O
images -X- I-O O
from -X- I-O O
a -X- I-O O
centralized -X- I-O O
management -X- I-O O
server. -X- I-O O
Netbooting -X- I-O B-EXPLOITS
is -X- I-O O
one -X- I-O O
option -X- I-O O
in -X- I-O O
the -X- I-O O
boot -X- I-O O
sequence -X- I-O O
and -X- I-O O
can -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
centralize, -X- I-O O
manage, -X- I-O O
and -X- I-O O
control -X- I-O O
device -X- I-O O
images. -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
manipulate -X- I-O O
the -X- I-O O
configuration -X- I-O O
on -X- I-O O
the -X- I-O O
network -X- I-O O
device -X- I-O O
specifying -X- I-O O
use -X- I-O O
of -X- I-O O
a -X- I-O O
malicious -X- I-O B-CYBERSEC
TFTP -X- I-O I-CYBERSEC
server, -X- I-O I-CYBERSEC
which -X- I-O O
may -X- I-O O
be -X- I-O O
used -X- I-O O
in -X- I-O O
conjunction -X- I-O O
with -X- I-O O
[Modify -X- I-O B-EXPLOITS
System -X- I-O I-EXPLOITS
Image](T1601) -X- I-O I-EXPLOITS
to -X- I-O O
load -X- I-O O
a -X- I-O O
modified -X- I-O O
image -X- I-O O
on -X- I-O O
device -X- I-O O
startup -X- I-O O
or -X- I-O O
reset. -X- I-O O
The -X- I-O O
unauthorized -X- I-O O
image -X- I-O O
allows -X- I-O O
adversaries -X- I-O B-PER
to -X- I-O O
modify -X- I-O O
device -X- I-O O
configuration, -X- I-O O
add -X- I-O O
malicious -X- I-O O
capabilities -X- I-O O
to -X- I-O O
the -X- I-O O
device, -X- I-O O
and -X- I-O O
introduce -X- I-O O
backdoors -X- I-O B-EXPLOITS
to -X- I-O O
maintain -X- I-O O
control -X- I-O O
of -X- I-O O
the -X- I-O O
network -X- I-O O
device -X- I-O O
while -X- I-O O
minimizing -X- I-O O
detection -X- I-O O
through -X- I-O O
use -X- I-O O
of -X- I-O O
a -X- I-O O
standard -X- I-O O
functionality. -X- I-O O
This -X- I-O O
technique -X- I-O O
is -X- I-O O
similar -X- I-O O
to -X- I-O O
[ROMMONkit](T1542.004) -X- I-O B-EXPLOITS
and -X- I-O O
may -X- I-O O
result -X- I-O O
in -X- I-O O
the -X- I-O O
network -X- I-O O
device -X- I-O O
running -X- I-O O
a -X- I-O O
modified -X- I-O O
image. -X- I-O O
(Citation: -X- I-O O
Cisco -X- I-O B-ORG
Blog -X- I-O O
Legacy -X- I-O O
Device -X- I-O O
Attacks) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
abuse -X- I-O O
the -X- I-O O
ROM -X- I-O O
Monitor -X- I-O O
(ROMMON) -X- I-O O
by -X- I-O O
loading -X- I-O O
an -X- I-O O
unauthorized -X- I-O B-CYBERSEC
firmware -X- I-O I-CYBERSEC
with -X- I-O O
adversary -X- I-O B-PER
code -X- I-O O
to -X- I-O O
provide -X- I-O O
persistent -X- I-O B-APT
access -X- I-O I-APT
and -X- I-O O
manipulate -X- I-O B-CYBERSEC
device -X- I-O I-CYBERSEC
behavior -X- I-O O
that -X- I-O O
is -X- I-O O
difficult -X- I-O O
to -X- I-O O
detect. -X- I-O O
(Citation: -X- I-O O
Cisco -X- I-O B-ORG
