-DOCSTART- -X- O
evade -X- I-O O
defenses. -X- I-O O
Payloads -X- I-O B-EXPLOITS
may -X- I-O O
be -X- I-O O
compressed, -X- I-O O
archived, -X- I-O O
or -X- I-O O
encrypted -X- I-O O
in -X- I-O O
order -X- I-O O
to -X- I-O O
avoid -X- I-O O
detection. -X- I-O O
These -X- I-O O
payloads -X- I-O B-EXPLOITS
may -X- I-O O
be -X- I-O O
used -X- I-O O
during -X- I-O O
Initial -X- I-O O
Access -X- I-O O
or -X- I-O O
later -X- I-O O
to -X- I-O O
mitigate -X- I-O O
detection. -X- I-O O
Sometimes -X- I-O O
a -X- I-O O
user's -X- I-O O
action -X- I-O O
may -X- I-O O
be -X- I-O O
required -X- I-O O
to -X- I-O O
open -X- I-O O
and -X- I-O O
[Deobfuscate/Decode -X- I-O O
Files -X- I-O O
or -X- I-O O
Information](T1140) -X- I-O O
for -X- I-O O
[User -X- I-O O
Execution](T1204). -X- I-O O
The -X- I-O O
user -X- I-O B-PER
may -X- I-O O
also -X- I-O O
be -X- I-O O
required -X- I-O O
to -X- I-O O
input -X- I-O O
a -X- I-O O
password -X- I-O O
to -X- I-O O
open -X- I-O O
a -X- I-O O
password -X- I-O O
protected -X- I-O O
compressed/encrypted -X- I-O O
file -X- I-O O
that -X- I-O O
was -X- I-O O
provided -X- I-O O
by -X- I-O O
the -X- I-O O
adversary. -X- I-O O
(Citation: -X- I-O O
Volexity -X- I-O B-ORG
PowerDuke -X- I-O B-MALWARE
November -X- I-O O
2016) -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
also -X- I-O O
used -X- I-O O
compressed -X- I-O O
or -X- I-O O
archived -X- I-O O
scripts, -X- I-O O
such -X- I-O O
as -X- I-O O
JavaScript. -X- I-O O
Portions -X- I-O O
of -X- I-O O
files -X- I-O O
can -X- I-O O
also -X- I-O O
be -X- I-O O
encoded -X- I-O O
to -X- I-O O
hide -X- I-O O
the -X- I-O O
plain-text -X- I-O O
strings -X- I-O O
that -X- I-O O
would -X- I-O O
otherwise -X- I-O O
help -X- I-O O
defenders -X- I-O O
with -X- I-O O
discovery. -X- I-O O
(Citation: -X- I-O O
Linux/Cdorked.A -X- I-O B-DEVICES
We -X- I-O O
Live -X- I-O O
Security -X- I-O O
Analysis) -X- I-O O
Payloads -X- I-O B-EXPLOITS
may -X- I-O O
also -X- I-O O
be -X- I-O O
split -X- I-O O
into -X- I-O O
separate, -X- I-O O
seemingly -X- I-O O
benign -X- I-O O
files -X- I-O O
that -X- I-O O
only -X- I-O O
reveal -X- I-O O
malicious -X- I-O O
functionality -X- I-O O
when -X- I-O O
reassembled. -X- I-O O
(Citation: -X- I-O O
Carbon -X- I-O O
Black -X- I-O O
Obfuscation -X- I-O O
Sept -X- I-O O
2016) -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
also -X- I-O O
obfuscate -X- I-O O
commands -X- I-O O
executed -X- I-O O
from -X- I-O O
payloads -X- I-O B-EXPLOITS
or -X- I-O O
directly -X- I-O O
via -X- I-O O
a -X- I-O O
[Command -X- I-O O
and -X- I-O O
Scripting -X- I-O O
Interpreter](T1059). -X- I-O O
Environment -X- I-O O
variables, -X- I-O O
aliases, -X- I-O O
characters, -X- I-O O
and -X- I-O O
other -X- I-O O
platform/language -X- I-O O
specific -X- I-O O
semantics -X- I-O O
can -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
evade -X- I-O O
signature -X- I-O O
based -X- I-O O
detections -X- I-O O
and -X- I-O O
application -X- I-O O
control -X- I-O O
mechanisms. -X- I-O O
(Citation: -X- I-O O
FireEye -X- I-O B-ORG
Obfuscation -X- I-O O
June -X- I-O O
2017) -X- I-O O
(Citation: -X- I-O O
FireEye -X- I-O B-ORG
Revoke-Obfuscation -X- I-O O
July -X- I-O O
2017)(Citation: -X- I-O O
PaloAlto -X- I-O B-ORG
EncodedCommand -X- I-O B-EXPLOITS
March -X- I-O O
2017) -X- I-O O

Adversaries -X- I-O O
may -X- I-O O
attempt -X- I-O O
to -X- I-O O
manipulate -X- I-O O
the -X- I-O O
name -X- I-O O
of -X- I-O O
a -X- I-O O
task -X- I-O O
or -X- I-O O
service -X- I-O O
to -X- I-O O
make -X- I-O O
it -X- I-O O
appear -X- I-O O
legitimate -X- I-O O
or -X- I-O O
benign. -X- I-O O
Tasks/services -X- I-O O
executed -X- I-O O
by -X- I-O O
the -X- I-O O
Task -X- I-O O
Scheduler -X- I-O O
or -X- I-O O
systemd -X- I-O O
will -X- I-O O
typically -X- I-O O
be -X- I-O O
given -X- I-O O
a -X- I-O O
name -X- I-O O
and/or -X- I-O O
description.(Citation: -X- I-O O
TechNet -X- I-O O
Schtasks)(Citation: -X- I-O O
Systemd -X- I-O O
Service -X- I-O O
Units) -X- I-O O
Windows -X- I-O O
services -X- I-O O
will -X- I-O O
have -X- I-O O
a -X- I-O O
service -X- I-O O
name -X- I-O O
as -X- I-O O
well -X- I-O O
as -X- I-O O
a -X- I-O O
display -X- I-O O
name. -X- I-O O
Many -X- I-O O
benign -X- I-O O
tasks -X- I-O O
and -X- I-O O
services -X- I-O O
exist -X- I-O O
that -X- I-O O
have -X- I-O O
commonly -X- I-O O
associated -X- I-O O
names. -X- I-O O
Adversaries -X- I-O O
may -X- I-O O
give -X- I-O O
tasks -X- I-O O
or -X- I-O O
services -X- I-O O
names -X- I-O O
that -X- I-O O
are -X- I-O O
similar -X- I-O O
or -X- I-O O
identical -X- I-O O
to -X- I-O O
those -X- I-O O
of -X- I-O O
legitimate -X- I-O O
ones. -X- I-O O
Tasks -X- I-O O
or -X- I-O O
services -X- I-O O
contain -X- I-O O
other -X- I-O O
fields, -X- I-O O
such -X- I-O O
as -X- I-O O
a -X- I-O O
description, -X- I-O O
that -X- I-O O
adversaries -X- I-O O
may -X- I-O O
attempt -X- I-O O
to -X- I-O O
make -X- I-O O
appear -X- I-O O
legitimate.(Citation: -X- I-O O
Palo -X- I-O O
Alto -X- I-O O
Shamoon -X- I-O B-MALWARE
Nov -X- I-O O
2016)(Citation: -X- I-O O
Fysbis -X- I-O B-MALWARE
Dr -X- I-O O
Web -X- I-O O
Analysis) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
rename -X- I-O O
legitimate -X- I-O O
system -X- I-O O
utilities -X- I-O O
to -X- I-O O
try -X- I-O O
to -X- I-O O
evade -X- I-O O
security -X- I-O O
mechanisms -X- I-O O
concerning -X- I-O O
the -X- I-O O
usage -X- I-O O
of -X- I-O O
those -X- I-O O
utilities. -X- I-O O
Security -X- I-O O
monitoring -X- I-O O
and -X- I-O O
control -X- I-O O
mechanisms -X- I-O O
may -X- I-O O
be -X- I-O O
in -X- I-O O
place -X- I-O O
for -X- I-O O
system -X- I-O O
utilities -X- I-O O
adversaries -X- I-O O
are -X- I-O O
capable -X- I-O O
of -X- I-O O
abusing. -X- I-O O
(Citation: -X- I-O O
LOLBAS -X- I-O O
Main -X- I-O O
Site) -X- I-O O
It -X- I-O O
may -X- I-O O
be -X- I-O O
possible -X- I-O O
to -X- I-O O
bypass -X- I-O O
those -X- I-O O
security -X- I-O O
mechanisms -X- I-O O
by -X- I-O O
renaming -X- I-O O
the -X- I-O O
utility -X- I-O O
prior -X- I-O O
to -X- I-O O
utilization -X- I-O O
(ex: -X- I-O O
rename -X- I-O O
`rundll32.exe`). -X- I-O O
(Citation: -X- I-O O
Elastic -X- I-O O
Masquerade -X- I-O O
Ball) -X- I-O O
An -X- I-O O
alternative -X- I-O O
case -X- I-O O
occurs -X- I-O O
when -X- I-O O
a -X- I-O O
legitimate -X- I-O O
utility -X- I-O O
is -X- I-O O
copied -X- I-O O
or -X- I-O O
moved -X- I-O O
to -X- I-O O
a -X- I-O O
different -X- I-O O
directory -X- I-O O
and -X- I-O O
renamed -X- I-O O
to -X- I-O O
avoid -X- I-O O
detections -X- I-O O
based -X- I-O O
on -X- I-O O
system -X- I-O O
utilities -X- I-O O
executing -X- I-O O
from -X- I-O O
non-standard -X- I-O O
paths. -X- I-O O
(Citation: -X- I-O O
F-Secure -X- I-O B-ORG
CozyDuke) -X- I-O B-APT

Adversaries -X- I-O B-PER
may -X- I-O O
abuse -X- I-O O
the -X- I-O O
right-to-left -X- I-O O
override -X- I-O O
(RTLO -X- I-O O
or -X- I-O O
RLO) -X- I-O O
character -X- I-O O
(U+202E) -X- I-O O
to -X- I-O O
disguise -X- I-O O
a -X- I-O O
string -X- I-O O
and/or -X- I-O O
file -X- I-O O
name -X- I-O O
to -X- I-O O
make -X- I-O O
it -X- I-O O
appear -X- I-O O
benign. -X- I-O O
RTLO -X- I-O O
is -X- I-O O
a -X- I-O O
non-printing -X- I-O O
Unicode -X- I-O O
character -X- I-O O
that -X- I-O O
causes -X- I-O O
the -X- I-O O
text -X- I-O O
that -X- I-O O
follows -X- I-O O
it -X- I-O O
to -X- I-O O
be -X- I-O O
displayed -X- I-O O
in -X- I-O O
reverse. -X- I-O O
For -X- I-O O
example, -X- I-O O
a -X- I-O O
Windows -X- I-O O
screensaver -X- I-O O
executable -X- I-O O
named -X- I-O O
`March -X- I-O O
25 -X- I-O O
\u202Excod.scr` -X- I-O O
will -X- I-O O
display -X- I-O O
as -X- I-O O
`March -X- I-O O
25 -X- I-O O
rcs.docx`. -X- I-O O
A -X- I-O O
JavaScript -X- I-O O
file -X- I-O O
named -X- I-O O
`photoI-OhighI-Ore\u202Egnp.js` -X- I-O O
will -X- I-O O
be -X- I-O O
displayed -X- I-O O
as -X- I-O O
`photoI-OhighI-Oresj.png`.(Citation: -X- I-O O
Infosecinstitute -X- I-O O
RTLO -X- I-O B-EXPLOITS
Technique) -X- I-O I-EXPLOITS
Adversaries -X- I-O O
may -X- I-O O
abuse -X- I-O O
the -X- I-O O
RTLO -X- I-O O
character -X- I-O O
as -X- I-O O
a -X- I-O O
means -X- I-O O
of -X- I-O O
tricking -X- I-O O
a -X- I-O O
user -X- I-O O
into -X- I-O O
executing -X- I-O O
what -X- I-O O
they -X- I-O O
think -X- I-O O
is -X- I-O O
a -X- I-O O
benign -X- I-O O
file -X- I-O O
type. -X- I-O O
A -X- I-O O
common -X- I-O O
use -X- I-O O
of -X- I-O O
this -X- I-O O
technique -X- I-O O
is -X- I-O O
with -X- I-O O
[Spearphishing -X- I-O B-MALWARE
Attachment](T1566.001)/[Malicious -X- I-O I-MALWARE
File](T1204.002) -X- I-O B-MALWARE
since -X- I-O O
it -X- I-O O
can -X- I-O O
trick -X- I-O O
both -X- I-O O
end -X- I-O O
users -X- I-O O
and -X- I-O O
defenders -X- I-O O
if -X- I-O O
they -X- I-O O
are -X- I-O O
not -X- I-O O
aware -X- I-O O
of -X- I-O O
how -X- I-O O
their -X- I-O O
tools -X- I-O O
display -X- I-O O
and -X- I-O O
render -X- I-O O
the -X- I-O O
RTLO -X- I-O O
character. -X- I-O O
Use -X- I-O O
of -X- I-O O
the -X- I-O O
RTLO -X- I-O O
character -X- I-O O
has -X- I-O O
been -X- I-O O
seen -X- I-O O
in -X- I-O O
many -X- I-O O
targeted -X- I-O O
intrusion -X- I-O O
attempts -X- I-O O
and -X- I-O O
criminal -X- I-O O
activity.(Citation: -X- I-O O
Trend -X- I-O O
Micro -X- I-O O
PLEAD -X- I-O O
RTLO)(Citation: -X- I-O O
Kaspersky -X- I-O B-ORG
RTLO -X- I-O O
Cyber -X- I-O O
Crime) -X- I-O O
RTLO -X- I-O O
can -X- I-O O
be -X- I-O O
used -X- I-O O
in -X- I-O O
the -X- I-O O
Windows -X- I-O B-DEVICES
Registry -X- I-O O
as -X- I-O O
well, -X- I-O O
where -X- I-O O
regedit.exe -X- I-O O
displays -X- I-O O
the -X- I-O O
reversed -X- I-O O
characters -X- I-O O
but -X- I-O O
the -X- I-O O
command -X- I-O O
line -X- I-O O
tool -X- I-O O
reg.exe -X- I-O B-COMMANDS
does -X- I-O O
not -X- I-O O
by -X- I-O O
default. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
attempt -X- I-O O
to -X- I-O O
mimic -X- I-O O
features -X- I-O O
of -X- I-O O
valid -X- I-O O
code -X- I-O O
signatures -X- I-O O
to -X- I-O O
increase -X- I-O O
the -X- I-O O
chance -X- I-O O
of -X- I-O O
deceiving -X- I-O O
a -X- I-O O
user, -X- I-O O
analyst, -X- I-O O
or -X- I-O O
tool. -X- I-O O
Code -X- I-O O
signing -X- I-O O
provides -X- I-O O
a -X- I-O O
level -X- I-O O
of -X- I-O O
authenticity -X- I-O O
on -X- I-O O
a -X- I-O O
binary -X- I-O O
from -X- I-O O
the -X- I-O O
developer -X- I-O O
and -X- I-O O
a -X- I-O O
guarantee -X- I-O O
that -X- I-O O
the -X- I-O O
binary -X- I-O O
has -X- I-O O
not -X- I-O O
been -X- I-O O
tampered -X- I-O O
with. -X- I-O O
Adversaries -X- I-O O
can -X- I-O O
copy -X- I-O O
the -X- I-O O
metadata -X- I-O O
and -X- I-O O
signature -X- I-O O
information -X- I-O O
from -X- I-O O
a -X- I-O O
signed -X- I-O O
program, -X- I-O O
then -X- I-O O
use -X- I-O O
it -X- I-O O
as -X- I-O O
a -X- I-O O
template -X- I-O O
for -X- I-O O
an -X- I-O O
unsigned -X- I-O O
program. -X- I-O O
Files -X- I-O O
with -X- I-O O
invalid -X- I-O O
code -X- I-O O
signatures -X- I-O O
will -X- I-O O
fail -X- I-O O
digital -X- I-O O
signature -X- I-O O
validation -X- I-O O
checks, -X- I-O O
but -X- I-O O
they -X- I-O O
may -X- I-O O
appear -X- I-O O
more -X- I-O O
legitimate -X- I-O O
to -X- I-O O
users -X- I-O O
and -X- I-O O
security -X- I-O O
tools -X- I-O O
may -X- I-O O
improperly -X- I-O O
handle -X- I-O O
these -X- I-O O
files.(Citation: -X- I-O O
Threatexpress -X- I-O B-EXPLOITS
MetaTwin -X- I-O I-EXPLOITS
2017) -X- I-O O
Unlike -X- I-O O
[Code -X- I-O O
Signing](T1553.002), -X- I-O O
this -X- I-O O
activity -X- I-O O
will -X- I-O O
not -X- I-O O
result -X- I-O O
in -X- I-O O
a -X- I-O O
valid -X- I-O O
signature. -X- I-O O

Adversaries -X- I-O O
may -X- I-O O
attempt -X- I-O O
to -X- I-O O
manipulate -X- I-O O
features -X- I-O O
of -X- I-O O
their -X- I-O O
artifacts -X- I-O O
to -X- I-O O
make -X- I-O O
them -X- I-O O
appear -X- I-O O
legitimate -X- I-O O
or -X- I-O O
benign -X- I-O O
to -X- I-O O
users -X- I-O O
and/or -X- I-O O
security -X- I-O O
tools. -X- I-O O
Masquerading -X- I-O O
occurs -X- I-O O
when -X- I-O O
the -X- I-O O
name -X- I-O O
or -X- I-O O
location -X- I-O O
of -X- I-O O
an -X- I-O O
object, -X- I-O O
legitimate -X- I-O O
or -X- I-O O
malicious, -X- I-O O
is -X- I-O O
manipulated -X- I-O O
or -X- I-O O
abused -X- I-O O
for -X- I-O O
the -X- I-O O
sake -X- I-O O
of -X- I-O O
evading -X- I-O O
defenses -X- I-O O
and -X- I-O O
observation. -X- I-O O
This -X- I-O O
may -X- I-O O
include -X- I-O O
manipulating -X- I-O O
file -X- I-O O
metadata, -X- I-O O
tricking -X- I-O O
users -X- I-O O
into -X- I-O O
misidentifying -X- I-O O
the -X- I-O O
file -X- I-O O
type, -X- I-O O
and -X- I-O O
giving -X- I-O O
legitimate -X- I-O O
task -X- I-O O
or -X- I-O O
service -X- I-O O
names. -X- I-O O
Renaming -X- I-O O
abusable -X- I-O O
system -X- I-O O
utilities -X- I-O O
to -X- I-O O
evade -X- I-O O
security -X- I-O O
monitoring -X- I-O O
is -X- I-O O
also -X- I-O O
a -X- I-O O
form -X- I-O O
of -X- I-O O
[Masquerading](T1036).(Citation: -X- I-O B-EXPLOITS
LOLBAS -X- I-O O
Main -X- I-O O
Site) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
attempt -X- I-O O
to -X- I-O O
identify -X- I-O O
the -X- I-O O
primary -X- I-O O
user, -X- I-O O
currently -X- I-O O
logged -X- I-O O
in -X- I-O O
user, -X- I-O O
set -X- I-O O
of -X- I-O O
users -X- I-O O
that -X- I-O O
commonly -X- I-O O
uses -X- I-O O
a -X- I-O O
system, -X- I-O O
or -X- I-O O
whether -X- I-O O
a -X- I-O O
user -X- I-O O
is -X- I-O O
actively -X- I-O O
using -X- I-O O
the -X- I-O O
system. -X- I-O O
They -X- I-O O
may -X- I-O O
do -X- I-O O
this, -X- I-O O
for -X- I-O O
example, -X- I-O O
by -X- I-O O
retrieving -X- I-O O
account -X- I-O O
usernames -X- I-O O
or -X- I-O O
by -X- I-O O
using -X- I-O O
[OS -X- I-O O
Credential -X- I-O O
Dumping](T1003). -X- I-O O
The -X- I-O O
information -X- I-O O
may -X- I-O O
be -X- I-O O
collected -X- I-O O
in -X- I-O O
a -X- I-O O
number -X- I-O O
of -X- I-O O
different -X- I-O O
ways -X- I-O O
using -X- I-O O
other -X- I-O O
Discovery -X- I-O O
techniques, -X- I-O O
because -X- I-O O
user -X- I-O O
and -X- I-O O
username -X- I-O O
details -X- I-O O
are -X- I-O O
prevalent -X- I-O O
throughout -X- I-O O
a -X- I-O O
system -X- I-O O
and -X- I-O O
include -X- I-O O
running -X- I-O O
process -X- I-O O
ownership, -X- I-O O
file/directory -X- I-O O
ownership, -X- I-O O
session -X- I-O O
information, -X- I-O O
and -X- I-O O
system -X- I-O O
logs. -X- I-O O
Adversaries -X- I-O O
may -X- I-O O
use -X- I-O O
the -X- I-O O
information -X- I-O O
from -X- I-O O
[System -X- I-O O
Owner/User -X- I-O O
Discovery](T1033) -X- I-O O
during -X- I-O O
automated -X- I-O O
discovery -X- I-O O
to -X- I-O O
shape -X- I-O O
follow-on -X- I-O O
behaviors, -X- I-O O
including -X- I-O O
whether -X- I-O O
or -X- I-O O
not -X- I-O O
the -X- I-O O
adversary -X- I-O O
fully -X- I-O O
infects -X- I-O O
the -X- I-O O
target -X- I-O O
and/or -X- I-O O
attempts -X- I-O O
specific -X- I-O O
actions. -X- I-O O
Various -X- I-O O
utilities -X- I-O O
and -X- I-O O
commands -X- I-O O
may -X- I-O O
acquire -X- I-O O
this -X- I-O O
information, -X- I-O O
including -X- I-O O
`whoami`. -X- I-O B-COMMANDS
In -X- I-O O
macOS -X- I-O B-DEVICES
and -X- I-O O
Linux, -X- I-O B-DEVICES
the -X- I-O O
currently -X- I-O O
logged -X- I-O O
in -X- I-O O
user -X- I-O O
can -X- I-O O
be -X- I-O O
identified -X- I-O O
with -X- I-O O
`w` -X- I-O O
and -X- I-O O
`who`. -X- I-O O
On -X- I-O O
macOS -X- I-O O
the -X- I-O O
`dscl -X- I-O B-COMMANDS
. -X- I-O I-COMMANDS
list -X- I-O I-COMMANDS
/Users -X- I-O I-COMMANDS
| -X- I-O I-COMMANDS
grep -X- I-O I-COMMANDS
-v -X- I-O I-COMMANDS
'I-O'` -X- I-O I-COMMANDS
command -X- I-O O
can -X- I-O O
also -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
enumerate -X- I-O O
user -X- I-O O
accounts. -X- I-O O
Environment -X- I-O O
variables, -X- I-O O
such -X- I-O O
as -X- I-O O
`%USERNAME%` -X- I-O B-PATH
and -X- I-O O
`$USER`, -X- I-O B-PATH
may -X- I-O O
also -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
access -X- I-O O
this -X- I-O O
information. -X- I-O O

An -X- I-O O
adversary -X- I-O B-PER
may -X- I-O O
exfiltrate -X- I-O O
data -X- I-O O
in -X- I-O O
fixed -X- I-O O
size -X- I-O O
chunks -X- I-O O
instead -X- I-O O
of -X- I-O O
whole -X- I-O O
files -X- I-O O
or -X- I-O O
limit -X- I-O O
packet -X- I-O O
sizes -X- I-O O
below -X- I-O O
certain -X- I-O O
thresholds. -X- I-O O
This -X- I-O O
approach -X- I-O O
may -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
avoid -X- I-O O
triggering -X- I-O O
network -X- I-O O
data -X- I-O O
transfer -X- I-O O
threshold -X- I-O O
alerts. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
schedule -X- I-O O
data -X- I-O O
exfiltration -X- I-O O
to -X- I-O O
be -X- I-O O
performed -X- I-O O
only -X- I-O O
at -X- I-O O
certain -X- I-O O
times -X- I-O O
of -X- I-O O
day -X- I-O O
or -X- I-O O
at -X- I-O O
certain -X- I-O O
intervals. -X- I-O O
This -X- I-O O
could -X- I-O O
be -X- I-O O
done -X- I-O O
to -X- I-O O
blend -X- I-O O
traffic -X- I-O O
patterns -X- I-O O
with -X- I-O O
normal -X- I-O O
activity -X- I-O O
or -X- I-O O
availability. -X- I-O O
When -X- I-O O
scheduled -X- I-O O
exfiltration -X- I-O O
is -X- I-O O
used, -X- I-O O
other -X- I-O O
exfiltration -X- I-O O
techniques -X- I-O O
likely -X- I-O O
apply -X- I-O O
as -X- I-O O
well -X- I-O O
to -X- I-O O
transfer -X- I-O O
the -X- I-O O
information -X- I-O O
out -X- I-O O
of -X- I-O O
the -X- I-O O
network, -X- I-O O
such -X- I-O O
as -X- I-O O
[Exfiltration -X- I-O O
Over -X- I-O O
C2 -X- I-O B-EXPLOITS
Channel](T1041) -X- I-O I-EXPLOITS
or -X- I-O O
[Exfiltration -X- I-O O
Over -X- I-O O
Alternative -X- I-O O
Protocol](T1048). -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
remove -X- I-O O
indicators -X- I-O O
from -X- I-O O
tools -X- I-O O
if -X- I-O O
they -X- I-O O
believe -X- I-O O
their -X- I-O O
malicious -X- I-O O
tool -X- I-O O
was -X- I-O O
detected, -X- I-O O
quarantined, -X- I-O O
or -X- I-O O
otherwise -X- I-O O
curtailed. -X- I-O O
They -X- I-O O
can -X- I-O O
modify -X- I-O O
the -X- I-O O
tool -X- I-O O
by -X- I-O O
removing -X- I-O O
the -X- I-O O
indicator -X- I-O O
and -X- I-O O
using -X- I-O O
the -X- I-O O
updated -X- I-O O
version -X- I-O O
that -X- I-O O
is -X- I-O O
no -X- I-O O
longer -X- I-O O
detected -X- I-O O
by -X- I-O O
the -X- I-O O
target's -X- I-O O
defensive -X- I-O O
systems -X- I-O O
or -X- I-O O
subsequent -X- I-O O
targets -X- I-O O
that -X- I-O O
may -X- I-O O
use -X- I-O O
similar -X- I-O O
systems. -X- I-O O
A -X- I-O O
good -X- I-O O
example -X- I-O O
of -X- I-O O
this -X- I-O O
is -X- I-O O
when -X- I-O O
malware -X- I-O B-MALWARE
is -X- I-O O
detected -X- I-O O
with -X- I-O O
a -X- I-O O
file -X- I-O O
signature -X- I-O O
and -X- I-O O
quarantined -X- I-O O
by -X- I-O O
anti-virus -X- I-O O
software. -X- I-O O
An -X- I-O O
adversary -X- I-O O
who -X- I-O O
can -X- I-O O
determine -X- I-O O
that -X- I-O O
the -X- I-O O
malware -X- I-O O
was -X- I-O O
quarantined -X- I-O O
because -X- I-O O
of -X- I-O O
its -X- I-O O
file -X- I-O O
signature -X- I-O O
may -X- I-O O
modify -X- I-O O
the -X- I-O O
file -X- I-O O
to -X- I-O O
explicitly -X- I-O O
avoid -X- I-O O
that -X- I-O O
signature, -X- I-O O
and -X- I-O O
then -X- I-O O
re-use -X- I-O O
the -X- I-O O
malware. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
attempt -X- I-O O
to -X- I-O O
make -X- I-O O
payloads -X- I-O B-EXPLOITS
difficult -X- I-O O
to -X- I-O O
discover -X- I-O O
and -X- I-O O
analyze -X- I-O O
by -X- I-O O
delivering -X- I-O O
files -X- I-O O
to -X- I-O O
victims -X- I-O O
as -X- I-O O
uncompiled -X- I-O O
code. -X- I-O O
Text-based -X- I-O O
source -X- I-O O
code -X- I-O O
files -X- I-O O
may -X- I-O O
subvert -X- I-O O
analysis -X- I-O O
and -X- I-O O
scrutiny -X- I-O O
from -X- I-O O
protections -X- I-O O
targeting -X- I-O O
executables/binaries. -X- I-O O
These -X- I-O O
payloads -X- I-O O
will -X- I-O O
need -X- I-O O
to -X- I-O O
be -X- I-O O
compiled -X- I-O O
before -X- I-O O
execution; -X- I-O O
typically -X- I-O O
via -X- I-O O
native -X- I-O O
utilities -X- I-O O
such -X- I-O O
as -X- I-O O
csc.exe -X- I-O O
or -X- I-O O
GCC/MinGW.(Citation: -X- I-O O
ClearSky -X- I-O B-ORG
MuddyWater -X- I-O B-ORG
Nov -X- I-O O
2018) -X- I-O O
Source -X- I-O O
code -X- I-O O
payloads -X- I-O B-EXPLOITS
may -X- I-O O
also -X- I-O O
be -X- I-O O
encrypted, -X- I-O O
encoded, -X- I-O O
and/or -X- I-O O
embedded -X- I-O O
within -X- I-O O
other -X- I-O O
files, -X- I-O O
such -X- I-O O
as -X- I-O O
those -X- I-O O
delivered -X- I-O O
as -X- I-O O
a -X- I-O O
[Phishing](T1566). -X- I-O B-MALWARE
Payloads -X- I-O O
may -X- I-O O
also -X- I-O O
be -X- I-O O
delivered -X- I-O O
in -X- I-O O
formats -X- I-O O
unrecognizable -X- I-O O
and -X- I-O O
inherently -X- I-O O
benign -X- I-O O
to -X- I-O O
the -X- I-O O
native -X- I-O O
OS -X- I-O O
(ex: -X- I-O O
EXEs -X- I-O O
on -X- I-O O
macOS/Linux) -X- I-O B-DEVICES
before -X- I-O O
later -X- I-O O
being -X- I-O O
(re)compiled -X- I-O O
into -X- I-O O
a -X- I-O O
proper -X- I-O O
executable -X- I-O O
binary -X- I-O O
with -X- I-O O
a -X- I-O O
bundled -X- I-O O
compiler -X- I-O O
and -X- I-O O
execution -X- I-O O
framework.(Citation: -X- I-O O
TrendMicro -X- I-O O
WindowsAppMac) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
perform -X- I-O O
software -X- I-O O
packing -X- I-O O
or -X- I-O O
virtual -X- I-O O
machine -X- I-O O
software -X- I-O O
protection -X- I-O O
to -X- I-O O
conceal -X- I-O O
their -X- I-O O
code. -X- I-O O
Software -X- I-O O
packing -X- I-O O
is -X- I-O O
a -X- I-O O
method -X- I-O O
of -X- I-O O
compressing -X- I-O O
or -X- I-O O
encrypting -X- I-O O
an -X- I-O O
executable. -X- I-O O
Packing -X- I-O O
an -X- I-O O
executable -X- I-O O
changes -X- I-O O
the -X- I-O O
file -X- I-O O
signature -X- I-O O
in -X- I-O O
an -X- I-O O
attempt -X- I-O O
to -X- I-O O
avoid -X- I-O O
signature-based -X- I-O O
detection. -X- I-O O
Most -X- I-O O
decompression -X- I-O O
techniques -X- I-O O
decompress -X- I-O O
the -X- I-O O
executable -X- I-O O
code -X- I-O O
in -X- I-O O
memory. -X- I-O O
Virtual -X- I-O O
machine -X- I-O O
software -X- I-O O
protection -X- I-O O
translates -X- I-O O
an -X- I-O O
executable's -X- I-O O
original -X- I-O O
code -X- I-O O
into -X- I-O O
a -X- I-O O
special -X- I-O O
format -X- I-O O
that -X- I-O O
only -X- I-O O
a -X- I-O O
special -X- I-O O
virtual -X- I-O O
machine -X- I-O O
can -X- I-O O
run. -X- I-O O
A -X- I-O O
virtual -X- I-O O
machine -X- I-O O
is -X- I-O O
then -X- I-O O
called -X- I-O O
to -X- I-O O
run -X- I-O O
this -X- I-O O
code.(Citation: -X- I-O O
ESET -X- I-O B-ORG
FinFisher -X- I-O B-MALWARE
Jan -X- I-O O
2018) -X- I-O O
Utilities -X- I-O O
used -X- I-O O
to -X- I-O O
perform -X- I-O O
software -X- I-O O
packing -X- I-O O
are -X- I-O O
called -X- I-O O
packers. -X- I-O O
Example -X- I-O O
packers -X- I-O O
are -X- I-O O
MPRESS -X- I-O O
and -X- I-O O
UPX. -X- I-O O
A -X- I-O O
more -X- I-O O
comprehensive -X- I-O O
list -X- I-O O
of -X- I-O O
